label,text
ham,"Tack för ditt intresse, Roger! Hur kan vi kontakta dig?"
ham,"Tack för ditt intresse, Gianna!"
ham,Hi Josephine! We're impressed by your skills and would like to discuss potential opportunities at Cloudbees. Please let us know when you're available for a chat.
ham,Hej Anderson! Tack för att du visade intresse för TuneIn. Vi ser fram emot att lära känna dig mer.
ham,Hello Kamila! We appreciate your interest in our company. Could you please provide us with your updated resume?
ham,"Hi GENEVIEVE, we're impressed with your skills. Let's chat more about your experience. Can you provide your contact details? - Bugsnag"
ham,"""Join Team Even.com and bring your exceptional skills to our company!"""
ham,"Tack för ditt intresse, Zayan! Kan vi boka en tid för en telefonsamtal?"
ham,"Hi Alice, just reaching out to touch base and keep you in the loop."
ham,"Tack för att du visar intresse för Qadium, Owen. Vi uppskattar din ansökan och återkommer inom kort."
ham,"Tack för ditt intresse, Jacky!"
ham,"""Hi Audrey, impressed with your resume. Please provide best contact number for further discussion."""
ham,"Hi Rafael, I've received your application and would love to connect further. Can you provide me with your email address? Thanks! Haven"
ham,"Dear Eric, thank you for expressing interest in joining our team at Postmates. We appreciate your application and will be in touch shortly to discuss next steps."
ham,Hey Timothy! Just wanted to reach out and say how impressed we are with your skills. Your portfolio is seriously impressive. Let's chat about joining the Logitech team!
ham,"""Hej Savannah, vi är intresserade av att diskutera en möjlig anställning med dig. Kan du vänligen ge oss mer information om ditt erfarenhetsområde? Tack!"""
ham,"Hi Zachary, we're impressed by your background and would like to chat further. Can you please share your availability for a call?"
ham,"Hej Enzo, kan du vänligen ge oss mer information om din arbetslivserfarenhet?"
ham,"Thank you for your interest in Equinix, Kevin. Can you please provide your resume and contact information?"
ham,"Hej Paige, hur är det med dig? Jag hoppas att du har en bra dag! Jag ville bara påminna dig om att vi på Productboard fortfarande är väldigt intresserade av att höra mer om dig och din passion för utveckling. Vi ser fram emot att höra från dig snart. Ha en fantastisk dag!"
ham,"Tack för ditt intresse, Mohammed!"
ham,"Thank you for your interest, Jalen."
ham,Hi Kiara! Just wanted to reach out and say that your portfolio caught our eye. Can we connect for a chat? - Zume Pizza
ham,"Hi Jeremy, thank you for your interest in joining our team at Hingeto! Could you please provide your resume and any other relevant documents for our review?"
ham,"Thank you for your interest, Victor. We will review your application."
ham,Hi Julian! We received your application and would like to discuss your qualifications further. Can you please provide us with your availability for a phone interview?
ham,"Hi Michelle, thank you for applying. Could you please provide us with your full name and email address?"
ham,"Trevligt att träffa dig, Anna! Vi är intresserade av ditt arbete och skulle vilja veta om du är intresserad av att samarbeta med oss på Apttus. Skicka gärna din CV och tidigare erfarenheter till oss så kan vi diskutera nästa steg. Ser fram emot att höra från dig!"
ham,"Hi Jordan, we have exciting opportunities at Bugcrowd. Could you kindly provide us with your contact information for further communication?"
ham,"Tack för ditt intresse, NAFTALI. Vänligen svara med din telefonnummer eller e-postadress så att vi kan fortsätta samtalet."
ham,"""Hey Zoey, your application stood out from the crowd! We love your skills and quirky sense of humor. Let's chat and see if MoogSoft is the perfect match for you!"""
ham,Hi Marco! We came across your impressive resume and would love to learn more about your qualifications. Would you be available for a quick chat to discuss potential opportunities at our company?
ham,"Tack för ditt intresse, Katelyn!"
ham,"Tack för ditt intresse, Alberto. Vi ser fram emot att träffa dig!"
ham,"Hello Romeo, thank you for reaching out to Blackhawk Network. How can we assist you today?"
ham,"Hej Juniper, Jag skulle vilja diskutera ett professionellt tillfälle med dig. Vänligen kontakta mig så snart som möjligt. Hälsningar, Gorgias."
ham,"Thank you for your interest, Olivia."
ham,"Hej Laila, jag är Okta. Hur mår du?"
ham,"Thank you for your impressive resume, Berish."
ham,"Hej Alan, jag behöver uppdatera dig om en viktig sak från OpenDNS."
ham,"Hej Dean, tack för att du visade intresse för vårt företag! Vi skulle gärna vilja lära känna dig och diskutera hur vi kan samarbeta. Vänliga hälsningar, Onesignal"
ham,Hi Journey! Just wanted to check in and see if you received our previous message. Looking forward to hearing from you soon!
ham,"Hej Amir, vi är verkligen imponerade av din ansökan!"
ham,"Hej Simone, Vi på Terminus Software skulle vilja bjuda in dig till en supportande roll hos oss."
ham,"Hej LIANA, jag är från EMC Data Domain och vill diskutera ett spännande jobbmöjlighet med dig. Kan vi prata?"
ham,"Tack för att du visar intresse för vår organisation, Laila!"
ham,"Tack för din ansökan, George! Vi på Grand Rounds Inc. skulle vara glada att ha dig som en del av vårt team."
ham,"Hi Journee, 

Thank you for your interest in joining CircleCI! Could you please clarify your availability and preferred start date? 

Best regards, 
CircleCI"
ham,Hej Kacper! Jag såg din ansökan och skulle vilja prata mer med dig. Kan du ge mig ditt telefonnummer så att vi kan hitta en tid för att prata? Tack!
ham,"Hi Miles, we are impressed by your qualifications. Could you please provide your contact details?"
ham,"Thank you for your interest, Nina."
ham,Hey Jenny! We got your application and it made us smile. Can't wait to chat with you soon!
ham,"Hi Nelson, hope you're doing well!"
ham,"Hej Josue, vi är intresserade av att lära känna dig bättre."
ham,"Hej Sean! Vi är imponerade av ditt arbete och skulle vilja bjuda in dig till en intervju på CallidusCloud. Vänligen svara med din tillgänglighet. Mvh, Team CallidusCloud."
ham,"Hej Travis, vi på Airware är imponerade av ditt CV och vill bjuda in dig till en möjlig anställningsintervju."
ham,"Just wanted to reach out and say we're impressed with your qualifications. Are you available for a call next week to discuss details?
"
ham,"""Hi Daniel, I'd love to chat about an exciting opportunity I think you'd be perfect for. Can we connect soon? - Moonlight"""
ham,"Dear Anaya, We would like to extend an opportunity for you to join our team. Your skills and experience align perfectly with our needs. Could we arrange a phone call to discuss further?"
ham,"Hey Jazmin, just wanted to check in and see if you had any questions about the job posting. Let me know!
"
ham,"Hello Savannah, we are interested in discussing employment opportunities with you. Could you please provide us with your availability for a phone call?"
ham,Hi Valerie! We've got a feeling you'd rock our coding world. Wanna chat?
ham,"Hi Mae, we're excited to connect with you! Could you please provide your contact details so we can reach out to you? "
ham,"Tack för ditt intresse, Anna. Vi ser fram emot att lära känna dig vidare."
ham,"Tack för ditt intresse, Aubree!"
ham,"Hey Selina, I came across your impressive resume and would love to chat about a potential opportunity at our company. Let's connect! - Philo"
ham,"Vi ses imorgon kl. 10 på kontoret. Hälsningar, Lever."
ham,"Thank you for your interest in Databricks, Noel! Can you please share your resume with us?"
ham,"Hej Kaitlyn, tack för att du visade intresse för vårt företag. Vi skulle vilja lära känna dig bättre. Kan du fylla i följande kontaktformulär? Tack på förhand!"
ham,"Hej Catherine, tack för att du visar intresse för tjänsten!"
ham,"Tack för ditt intresse, Yakov!"
ham,"Thank you for your interest, Shawn."
ham,"Tack för ditt intresse, Olivia!"
ham,"Tack för ditt intresse, Christopher! Kan du skicka ditt CV?"
ham,"Hej Boubacar, vi är intresserade av att anställa dig. Kan du komma på en intervju?"
ham,"Hi Makayla, thank you for your interest in MissionU. We are excited to connect and learn more about your potential fit with our team. Could you please provide us with your resume and availability for an initial phone interview? Looking forward to hearing from you soon."
ham,Confirmed. Expect a call and further details soon.
ham,"Tack för ditt intresse, Hafsa!"
ham,"Hello Suri, 

Thank you for your interest in joining Genomic Health. Could you please provide your full name and contact information, so that we may reach out to you with further details? 

Best regards, 
Genomic Health"
ham,"Thank you for your application, Elisa! 
Could you please provide your phone number?"
ham,"Hej NANA, vi är intresserade av att intervjua dig."
ham,"Thank you for your interest, Bryan. We'd like to learn more about your experience and discuss potential opportunities further. Could you provide us with a good time to connect?"
ham,"Looking forward to connecting, Anderson!"
ham,"Thank you for your application, Arthur. Could you please provide your full name?"
ham,"Tack för ditt intresse, Amiyah!"
ham,"Tack för ditt intresse, Melissa. Vi kommer att kontakta dig inom kort."
ham,Hej Benjamin! Tack för ditt intresse för Launch Darkly. Vi är imponerade av din profil och skulle vilja boka in en intervju. Kan du vänligen ange dina tillgängliga tidpunkter för en telefonintervju? Vi ser fram emot att höra från dig.
ham,"Hello Sophia, thank you for expressing interest in joining our team at Nerd Wallet. Could you please provide your resume and contact information?"
ham,Hej Megan! Vi på Panoply är imponerade av ditt CV och skulle vilja diskutera en potentiell anställning. Vänligen bekräfta din tillgänglighet. 
ham,"Hej Zachary, vi på AltSchool är imponerade av ditt arbete och undrar om du är intresserad av att ansluta till vårt team. Vänligen återkoppla snarast. Tack!"
ham,Tack för ditt intresse!
ham,"Hej Peter, vi är imponerade av din profil och skulle vilja diskutera en potentiell anställning på Starcity. Kan vi få komma i kontakt med dig? Tack!"
ham,"Tack för ditt intresse, Dominic!"
ham,"Hi Jimmy, 

Just wanted to touch base and let you know that we received your application and have reviewed it. We’re impressed with your qualifications and would like to schedule an interview with you. Are you available for a phone call next week? Let me know your availability. 

Best regards, 
Mattermark"
ham,"Hi Maya, we're interested in hiring you. Could you please provide your email address and phone number?"
ham,"Hej Esther, vi är imponerade av ditt CV. Kan vi boka ett möte?"
ham,"Hej Georgia, vi är imponerade av din erfarenhet och skulle vilja erbjuda dig en spännande anställning på MixMax. Vänligen kontakta oss för mer information. Tack!"
ham,Thank you for your interest in our company. We would like to discuss a potential employment opportunity with you.
ham,"Hej Olivia, vi på Splunk är imponerade av din profil och skulle vilja erbjuda dig en möjlighet att gå med i vårt team. Kan vi träffas för att diskutera vidare?"
ham,"Hi Josiah, we received your application and we're intrigued! Let's chat further about your experience."
ham,"Hey Luis, interested in discussing a potential opportunity with Rigetti?"
ham,"Tack för ditt intresse, Audrey. Hur kan jag nå dig?"
ham,"Hej Brielle, vi på Numerator är imponerade av din profil och skulle vilja diskutera en möjlig anställning. Kan du kontakta oss för att boka in ett samtal? Tack!"
ham,"Hello, Florence. Thank you for your interest in our company. We would be happy to provide more information about the role and answer any questions you may have."
ham,"Thank you for your interest in our company, Maximus!"
ham,"Hello Mila, we are impressed with your qualifications. Can we discuss further?"
ham,"Hi Jasmine, just wanted to remind you of our upcoming meeting. Looking forward to connecting."
ham,Hi Khloe! We have exciting opportunities at McKesson and would love to connect with you. Can you provide us with the best way to reach you?
ham,"Thank you for your application, Bryan."
ham,"Hej Diana, vi skulle vilja kontakta dig angående en viktig fråga. Kan vi diskutera detta?"
ham,Hey Addison! Just wanted to drop a line and say how impressed we are with your qualifications. We'd love to chat more about joining Team DataFox. Can you swing by for an interview? Cheers!
ham,"Hej Jonas, Tack för ditt intresse för Yext! Vi skulle vilja diskutera möjligheten till en anställning. Kan du berätta mer om din erfarenhet och dina karriärmål?"
ham,"Thank you for your interest, Layla."
ham,Hej Charlie! Vi på Massdrop är imponerade av ditt arbete och skulle vilja diskutera en potentiell möjlighet med dig. Vänligen återkom med din tillgänglighet för en kort telefonsamtal. Tack! - Massdrop-teamet.
ham,Hej Dalia! Vi är imponerade av din prestation under intervjun.
ham,"Tack för ditt intresse, Nana. Låt oss diskutera mer."
ham,Hej Serena! Vi är imponerade av din talang och skulle älska att ha dig som en del av Skillz-teamet.
ham,"Tack för att du visade intresse, Micah! Vi skulle vilja prata mer."
ham,"Hej Riley, vi är intresserade av din kompetens och undrar om du skulle vara intresserad av att arbeta hos oss på Proto.io?"
ham,Till Audrey: Ber om klarhet angående allvarliga utvecklingsfrågor från Gracenote.
ham,"Hej Omari, 

Tack för ditt intresse för att arbeta hos Boxbot. Vi skulle vilja prata vidare om din ansökan och boka in en telefonsamtal. Kan du vänligen ge oss ditt telefonnummer och en lämplig tidpunkt för samtalet? 

Tack och ha en trevlig dag!"
ham,"Hej Lesly, jag är Blurb och jag undrar om du är intresserad av att arbeta hos oss?"
ham,Impressive background.
ham,"Trevligt att träffa dig, Kaylee!"
ham,"Hello Jaylin, 
We would love to connect with you regarding an exciting opportunity. Please provide us with your preferred contact information so that we can discuss further. Thank you!"
ham,"Hello Meira, we are interested in your profile. Can we schedule a call to discuss further?"
ham,Hej Armando! Tack för att du skickade in din ansökan. Vi är intresserade av att lära oss mer om dig och dina kvalifikationer. Kan du berätta lite mer om din erfarenhet?
ham,"Tack för att du visar intresse, Kaylin! Vi ser fram emot att prata mer med dig."
ham,"Hej Yadiel, tack för ditt intresse! Vi vill gärna veta mer om din erfarenhet och vad du letar efter i en ny arbetsplats. Vore du snäll och berätta lite om dig själv? "
ham,"Hej LIA, är du intresserad av att jobba för Salesforce?"
ham,"Thank you for your application, Ariana. We appreciate your interest in our company and will review your qualifications."
ham,Hey Caiden! We're impressed by your skills and would love to chat about a potential role at Stitch Labs. Are you free for a video call sometime this week?
ham,"Hej Jeremy, vi önskar påminna dig om att vi fortfarande väntar på dina svar. Vänligen återkom till oss så snart som möjligt. Tack."
ham,"Thank you for your interest, Gavin."
ham,"Hej Chloe, jag blev imponerad av ditt CV och skulle vilja diskutera möjligheten att arbeta tillsammans. Kan vi boka in en tid för en telefonintervju?"
ham,"Hej Elliott, vi är intresserade av ditt CV och undrar om du är tillgänglig för en intervju?"
ham,Jobbansökan mottagen. Vi behöver mer information för att fortsätta.
ham,Thank you for your interest.
ham,"Hi Juliette! We received your application and wanted to reach out to learn more about your experience. Can you tell us a bit about your previous work in the legal field? Thanks, Everlaw."
ham,"Thank you for your interest, Valentino."
ham,"Tack för att du visar intresse för vår organisation, Janelle!
Trevligt att du är intresserad av att arbeta med oss, Janelle!
Vad roligt att höra från dig, Janelle!
Vi uppskattar att du kontaktade oss, Janelle!
Tack för ditt meddelande, Janelle!"
ham,"Hello Felix, I'm reaching out to discuss a potential opportunity."
ham,"Tack för ditt intresse, Ayaan! Kan vi få ditt CV?"
ham,"Tack för ditt intresse, Shmuel!"
ham,"Tack för ditt intresse, Vivian. Vi är imponerade av din ansökan och skulle gärna vilja träffa dig för en intervju."
